Client,Product Predicted,Revenue Predicted
1175,CL,7.0118787862570935
1549,CL,8.459183843763608
448,CC,11.208682544675604
1399,CL,3.9490255295805587
614,CC,6.270693243895292
639,CL,4.158584380622323
575,CL,8.652795282806018
1030,CL,6.018928529310218
1293,CC,11.658395887385012
271,CL,4.670146928028414
1041,CL,4.250234456906542
1364,CC,5.203032886973149
1267,CL,8.362154955549899
236,CL,6.483403193687908
729,CL,6.219859505038457
1538,CC,15.892916196672843
492,CL,5.724591472284492
438,CL,6.08875556443213
873,CL,13.29986304575588
682,CL,9.369517076288744
1600,CL,7.428819325888993
73,CC,6.956193664368345
1246,CL,4.8393798103162196
22,CL,1.4828888913695715
408,CL,9.589619716682368
1413,MF,1.989037961301437
1571,MF,2.1310417461885818
529,CC,2.4575190295928677
43,CC,9.893976073892038
1383,MF,1.887666546612362
127,CC,2.5917870216425154
1302,MF,2.028398200223934
890,MF,2.086498605116403
648,MF,0.5466059494451914
1408,CC,3.470799287798103
1396,CC,6.978711268694391
525,MF,1.8512985114148812
1042,CC,6.25258296190147
1149,MF,4.202437606405631
1277,MF,3.9540135789720567
1040,MF,4.736019673269855
544,MF,7.55574012238173
1091,CL,6.321341678872303
1220,CL,6.750705935573566
102,CL,7.125039897448217
557,CL,6.397826788455125
1329,CL,8.127047170898583
693,CL,2.780387866949267
1564,CL,7.890181812511954
1484,MF,3.092850034535934
911,CL,2.6504021363937276
500,CL,8.26752234288579
611,CL,7.44807593461878
1104,CL,5.348029566220508
143,MF,1.8993533440799855
1470,CL,6.3908256024774035
775,CL,20.03579083365406
1585,CL,6.627527293802371
477,CL,6.646395013203306
1033,CL,6.568789150850124
632,CL,8.479077951466024
385,CC,8.948274265683505
219,CC,7.720386051264662
1344,CC,6.910792990160947
721,CC,4.923521083569241
1170,CC,2.083256377933857
1362,CC,4.357902855954629
322,CC,0.6504917496603013
938,CC,1.5608644545714099
478,CC,7.069803005441931
1151,CC,5.475554204874195
1178,CC,2.177071595926134
1303,CC,2.8346486014483805
569,CC,6.495418217309877
1505,CC,3.923107076088501
634,CC,2.8387338996465354
963,CC,3.6669848431624468
782,CC,0.4311212210629234
45,CC,1.747734171035985
1348,CC,1.6982131014481454
420,CC,1.8292104701127045
1406,CC,4.129767598113295
37,CC,5.573545318710067
1330,CC,0.25803879487076586
1367,CC,3.6181100707360425
601,CC,0.5445733308429608
68,CC,9.976871503634058
705,CC,3.7605759030031067
83,CC,3.0813605322940267
230,CC,8.379731781445084
924,CC,26.878971619888837
694,CC,0.8885001282984957
734,CC,1.469197930267672
793,CC,3.5374446244546838
908,CC,3.363868583511869
372,CC,5.002718999469144
455,CC,1.403221344465539
827,CC,6.040053478910604
1384,CC,0.5531014510199803
1287,CC,6.38492301786158
1165,CC,4.079887801080905
1103,CC,-0.9772592569911369
1368,CC,2.233222712332841
449,CC,7.60450640810929
1224,CC,-2.3000428399494615
942,CC,1.8305907784065938
33,CC,3.223502234838584
1522,CC,1.2623639684364782
1094,CC,-0.3286139545143545
666,CC,2.415508846974987
895,CC,2.7264741390200196
964,CC,3.3043308588828832
613,CC,3.3408031605284965
1534,CC,0.8959205937777361
1417,CC,4.086236677711555
93,CC,5.883895779565551
275,CC,3.903471826954999
867,CC,6.559136983196954
171,CC,4.347871632655833
1167,CC,7.942648290681221
1155,CC,3.764672945604799
479,CC,4.642301030194125
520,CC,0.3263164827502747
137,CC,0.48852833359197856
351,CC,2.889466459963523
658,CC,2.4569968027557
946,CC,0.6800281275198674
29,CC,7.620327809892011
1043,CC,6.589080608489267
48,CC,6.173762750841712
465,CC,7.21472873770244
475,CC,4.385115041039089
1144,CC,6.5309308785939075
96,CC,1.0778275370853778
184,CC,1.707962872011946
1213,CC,7.493925829640722
1545,CC,2.234495401535151
388,CC,1.4054572015833227
1415,CC,2.6492297012647987
926,CC,6.900067952932392
1266,CC,6.407901121742508
629,CC,3.0509384750856485
1573,CC,7.934622278306393
982,CC,3.1997763341499246
568,CC,1.135880195637587
563,CC,6.770611475582776
21,CC,1.3659692340378127
285,CC,3.665127919778077
591,CC,6.72948999708896
1554,CC,3.7490447961211557
46,CC,1.7908901374096922
1369,CC,1.8654398601551274
649,CC,7.00352245452715
282,CC,6.682518972509773
1335,CC,7.839833101226034
1456,CC,2.163331969790893
850,CC,2.444635537420885
374,CC,6.746580087824779
103,CC,3.3921634516321264
1205,CC,6.961833747548085
739,CC,4.7385256119396075
617,CC,6.702271034722462
298,CL,6.499982284746755
249,CL,6.365931368704932
1291,CL,7.857420431547631
846,CL,6.053544798836191
1169,CL,6.5869488717102955
1591,CL,7.1204775972029335
1499,CL,10.471213522754807
1231,CL,10.34347287714924
491,CL,5.491642963539608
47,CL,5.688474080906589
1431,CL,7.154524143286801
1261,CL,7.407695452451978
23,CL,6.623798766424112
1298,CL,13.784822003176876
1160,CL,8.108212801422548
720,CL,6.0674442208481025
630,CL,5.510932272014622
808,CL,9.154065976732436
348,CL,7.956092444690444
447,CL,5.313473505548997
917,CL,7.273451014328138
600,CL,6.07238467230539
1265,CL,5.481598346502162
914,CL,9.191376578627214
1513,CL,2.585080990176328
225,CL,6.844699850008598
82,CL,5.423889132465777
703,CL,6.021342490307632
838,CL,4.915480260739076
1561,CL,7.782863860852398
179,CL,4.805443764883979
245,CL,5.981259718931458
792,CL,2.2747478195371147
1259,CL,8.533084589534935
1056,CL,6.124227156553934
413,CL,1.5367136274209752
990,CL,6.607166042774295
1130,CL,5.05306256901228
1409,CL,5.581831444088989
1438,CL,6.006884103379387
1579,CL,1.7671687576140582
509,CL,5.331001768028862
1350,CL,4.690264922846248
558,CL,5.226081266154756
1058,CL,2.841451923592568
1427,CL,7.445937283395296
662,CL,4.8535020186406115
1584,CL,10.657342480676723
1159,CL,7.509140978697656
1557,CL,3.483557703637106
1179,CL,6.9307283692109385
642,CL,9.291594234455992
417,CL,5.320297447563242
1345,CL,6.87597279133448
303,CL,5.556825541700875
691,CL,4.729689535775977
1121,CL,5.766826478543868
1372,CL,6.812501444194658
627,CL,6.451505027916128
584,CL,5.013062434250363
1342,CL,4.762040114788808
1467,CL,8.600972332951908
1583,CL,6.361392789513361
1005,CL,5.634061425474076
495,CL,7.0748048333104645
1488,CL,5.685391082326898
776,CL,6.359605703510001
384,CL,5.068382327683756
863,CL,7.992563792852237
802,CL,4.159370126109368
754,CL,5.385660438257171
118,CL,2.46584661857048
906,CL,4.582018941924632
441,CL,1.1306599527142314
961,CL,6.22811785758083
859,CL,5.523310912124865
970,CL,7.803825803728883
1403,CL,7.021021310627653
1254,CL,4.638707679356797
527,CL,4.767183597246558
904,CL,4.999163657096098
316,CL,8.695024161776027
159,CL,5.508535632979811
422,CL,6.369691712766101
1065,CL,5.762779195443578
404,CL,5.150530185637505
1582,CL,7.609379512664825
1078,CL,5.280863623303068
160,CL,3.825830041859242
821,CL,2.954202544898613
1563,CL,4.776190492436932
679,CL,5.000006683546663
1117,CL,8.092565393587147
809,CL,5.78405205156392
1442,CL,2.2545069392197563
1527,CL,1.6702261747475804
1025,CL,5.179307200554889
390,MF,11.502468817032627
416,MF,5.811566501946329
790,MF,4.2895927257994355
287,MF,2.983685734883409
1315,MF,2.022848414129297
1182,MF,4.709198711774681
556,MF,3.237095059145608
1135,MF,7.284040519337038
36,MF,6.340938869756412
187,MF,4.934897426111176
499,MF,4.057160718145345
1317,MF,2.525331120288587
69,MF,3.8272896692886222
732,MF,3.068108372864581
75,MF,6.256799761125883
1552,MF,2.4373910103584504
725,MF,4.358947778810952
598,MF,4.436856016637753
927,MF,3.261905926458312
502,MF,3.3522228877758873
1059,MF,2.5036822607418983
1230,MF,1.8402218718473486
178,MF,0.9298088408890421
339,MF,2.469319620204899
1337,MF,3.184229463407953
1473,MF,0.07821554287092769
675,MF,3.149102365765491
1273,MF,2.8284696682652997
1055,MF,5.147385669531248
34,MF,8.433467304862653
182,MF,3.9446153609010413
42,MF,2.786674571246382
86,MF,6.021648311682778
27,MF,10.40555454623613
1613,MF,2.1340480241394606
1258,MF,5.151122771406017
1212,MF,5.744768476861903
1412,MF,3.051847837233419
1087,MF,3.5166051709213164
122,MF,2.219968829977046
349,MF,3.380376557229989
1085,MF,2.1757630630360336
901,MF,-1.7263891633306079
993,MF,0.7688756789892772
294,MF,2.2606005686810815
310,MF,1.257369460309535
148,MF,3.996682457931415
777,MF,1.199883955313763
1537,MF,2.079990429465536
87,MF,4.1060480203122
547,MF,1.670208353744219
767,MF,0.43466421341727746
319,MF,4.625979695922011
615,MF,0.46975430174714783
244,MF,1.9946714847689104
1502,MF,2.0276936826887617
1432,MF,2.276571734424508
323,MF,0.8577918526666336
1018,MF,0.5522046608607963
644,MF,2.8351995267320627
747,MF,0.16668136452220372
1496,MF,3.1771355359890876
1143,MF,2.663506034156921
1282,MF,4.102571875226785
864,MF,2.9108321873544685
398,MF,1.8304645071203922
1158,MF,-0.7016315001382509
718,MF,-0.029627012486856286
1514,MF,2.191768429518705
1,MF,3.044793917865699
1264,MF,3.016645517246166
1469,MF,2.2559020444317026
1166,MF,2.167753175676033
1232,MF,2.0790922833273346
1392,MF,2.6674695162181195
1492,MF,2.0825610844289963
167,MF,3.412311085662407
1206,MF,1.781083080155891
643,MF,2.238223033842296
507,MF,3.7306241327396683
130,MF,2.268435184856785
604,MF,1.2000970417894572
801,MF,1.187990539558898
437,MF,4.041408298827749
872,MF,0.14900551865978917
494,MF,-0.5040159236326625
1292,MF,0.3669148059578969
1450,MF,2.834841332074483
209,MF,3.0602107172024504
1052,MF,2.159261168796369
735,MF,1.95328052780508
1391,MF,3.7609168588395687
880,MF,1.9373647220105557
831,MF,2.320597246314701
673,MF,4.801501279467978
292,MF,2.1473842083934667
203,MF,0.774080002380818
132,MF,2.6583261843268597
883,MF,0.9973177089501042
222,MF,1.5743410137075775
